5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 2 2 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 3 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 2 2 5 5 5 5 5 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 2 2 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 2 5 5 5 5 5 2 2 5 5 5 5 5 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 2 2 5 5 5 5 5 5 2 5 5 5 5 4 2 2 5 5 5 5 5 2 5 5 5 5 5 5 2 5 5 1 5 5 5 2 2 5 5 5 5 5 2 2 5 5 5 5 5 5 2 5 5 5 5 2 5 5 5 5 5 5 2 5 5 5 5 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 5 5 2 5 5 5 2 2 2 2 2 2 5 5 5 5 5 5 2 5 5 2 5 2 2 2 2 2 5 2 5 5 2 2 5 2 5 5 2 2 2 36
4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 5 5 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 5 5 4 4 4 4 4 5 5 5 5 5 4 4 5 5 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 5 5 5 5 2 5 5 5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 4 5 5 0 4 4 4 4 4 5 5 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 5 4 4 4 4 4 5 5 4 4 4 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 4 4 4 5 4 4 4 4 4 5 5 4 4 4 4 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 4 4 4 5 4 4 4 4 5 4 4 4 4 3 4 5 4 4 4 4 4 4 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 5 4 4 4 5 5 5 5 5 5 4 4 4 4 4 4 5 4 4 5 4 5 5 5 5 5 4 5 4 4 5 5 4 5 4 4 5 5 5 35
0 0 0 0 0 5 5 0 0 0 0 0 0 5 5 0 0 0 0 5 5 0 0 0 0 5 5 0 0 0 0 0 0 5 5 0 0 0 0 0 0 5 5 0 0 0 0 0 0 5 0 0 0 0 0 0 5 5 0 0 0 0 0 0 5 5 0 0 0 0 0 0 5 5 0 3 0 0 5 5 0 0 0 0 0 5 5 5 5 5 0 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 0 0 0 0 0 5 5 0 0 0 0 4 0 5 5 0 0 0 5 5 0 0 0 0 0 5 5 0 0 0 0 0 0 5 5 0 0 0 0 5 0 0 0 0 0 5 5 0 0 0 0 0 5 0 0 0 0 0 0 5 5 0 0 0 0 0 0 5 5 0 0 0 0 0 0 5 5 0 0 0 0 0 5 5 5 5 5 5 0 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 0 0 0 0 0 5 5 0 0 0 0 0 5 5 0 0 0 0 0 0 5 0 0 0 0 0 5 5 0 0 0 0 0 5 0 0 0 0 0 0 5 0 0 0 0 0 0 5 5 0 0 0 0 0 5 5 0 0 0 0 0 0 5 0 0 0 0 5 0 0 0 0 0 0 5 0 0 0 0 0 0 5 5 5 5 5 5 0 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 0 2 0 0 5 0 0 0 5 5 5 5 5 5 0 0 0 0 0 0 5 0 0 5 0 5 5 5 5 5 0 5 0 0 5 5 0 5 0 0 1 5 5 21
4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 5 5 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 5 5 4 4 4 4 4 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 5 4 4 4 4 4 5 5 4 4 4 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 1 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 4 4 4 5 4 4 4 4 4 5 5 4 4 4 4 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 5 5 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 3 4 4 5 4 4 4 5 5 5 5 5 5 4 4 4 4 4 4 5 4 4 5 4 5 5 5 5 5 4 5 4 4 5 5 4 5 4 4 5 5 5 21
5 5 5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 1 1 5 5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 5 5 1 5 5 5 5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 1 1 5 5 5 5 5 1 1 1 1 1 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 1 1 5 5 5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 1 5 5 5 5 5 1 1 5 5 5 5 5 1 5 2 5 5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 5 1 1 1 1 1 1 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 5 5 5 1 1 5 5 5 5 5 1 1 5 5 5 5 5 5 1 5 5 5 5 5 1 1 5 5 5 5 5 1 5 5 5 5 5 5 1 5 5 5 5 5 5 1 1 5 5 5 5 5 1 1 5 5 5 5 5 5 1 5 5 5 5 1 5 5 5 5 5 5 1 5 5 5 5 5 5 1 1 1 1 1 1 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 5 5 1 5 5 5 1 1 3 1 1 1 5 5 5 5 5 5 1 5 5 1 5 1 1 1 1 1 5 1 5 5 1 1 5 1 5 5 1 1 1 26
2 2 2 2 2 5 5 2 2 2 2 2 2 5 5 2 2 2 2 5 5 2 2 2 2 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 5 5 2 2 2 2 5 5 2 2 2 2 2 5 5 5 5 5 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 5 5 2 2 2 5 5 2 2 2 2 2 5 5 2 2 2 2 2 2 5 5 2 2 2 2 5 2 2 2 2 2 5 5 2 2 2 2 2 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 5 4 5 5 5 5 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 3 5 2 2 2 2 2 2 5 2 2 2 2 2 5 5 2 2 2 2 2 5 2 2 2 2 2 2 5 2 2 2 2 2 1 5 5 2 2 2 2 2 5 5 2 2 2 2 2 2 5 2 2 2 2 5 2 2 2 2 2 2 5 2 2 2 2 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 0 2 2 5 2 2 2 5 5 5 5 5 5 2 2 2 2 2 2 5 2 2 5 2 5 5 5 5 5 2 5 2 2 5 5 2 5 2 2 5 5 5 29
4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 5 5 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 3 4 5 5 4 4 4 4 5 5 4 4 4 4 4 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 2 4 4 5 5 4 4 4 4 5 4 4 4 4 4 5 5 4 4 4 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 4 4 4 5 4 4 4 4 4 5 5 4 4 4 4 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 4 4 5 5 5 5 5 5 5 5 5 5 1 5 5 5 5 5 5 5 4 4 4 4 4 5 4 4 4 5 5 5 5 5 5 4 4 4 4 4 0 5 4 4 5 4 5 5 5 5 5 4 5 4 4 5 5 4 5 4 4 5 5 5 26
3 3 3 3 3 5 5 4 3 3 3 3 3 5 5 3 3 3 3 5 5 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 5 5 3 3 3 3 3 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 5 0 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 5 3 3 3 3 3 5 5 3 3 3 3 3 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 5 5 3 3 3 3 3 3 5 3 3 3 3 3 5 5 3 3 3 3 3 5 3 3 3 3 3 3 5 3 3 3 3 3 3 5 5 3 3 3 3 3 5 5 3 3 3 3 3 3 5 3 3 3 3 5 3 3 3 3 3 3 5 3 3 3 2 3 3 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 5 3 3 3 5 5 5 5 5 5 3 3 3 3 3 3 5 3 3 5 3 5 1 5 5 5 3 5 3 3 5 5 3 5 3 3 5 5 5 32
3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 5 5 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 5 5 3 3 3 3 3 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 5 5 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 5 3 3 3 3 3 5 5 4 3 3 3 3 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 5 5 3 3 3 3 3 5 5 3 3 3 3 3 3 5 0 3 3 3 3 5 5 3 3 3 3 3 5 3 3 3 3 3 3 5 2 3 3 3 3 3 5 5 3 3 3 3 3 5 5 3 3 3 3 3 3 5 3 3 3 3 5 3 3 3 3 3 3 5 3 3 3 3 3 3 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 5 3 1 3 5 5 5 5 5 5 3 3 3 3 3 3 5 3 3 5 3 5 5 5 5 5 3 5 3 3 5 5 3 5 3 3 5 5 5 23
5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 2 2 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 2 2 5 5 5 5 5 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 5 5 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 2 2 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 2 5 5 5 5 5 2 2 5 5 5 5 5 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 5 2 2 5 5 5 5 5 2 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 4 5 5 5 5 2 2 5 5 5 5 5 2 2 5 5 5 5 5 5 2 5 5 5 5 5 2 2 5 5 5 5 5 2 5 5 5 5 5 5 2 5 5 5 5 5 5 2 2 5 5 5 5 5 2 2 5 5 5 5 5 5 2 5 5 5 5 2 5 5 5 5 5 5 2 5 5 5 5 5 5 1 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 5 5 2 5 5 5 2 2 2 2 2 2 5 5 5 5 5 5 2 5 5 2 5 2 2 2 2 2 5 2 5 5 2 2 5 2 5 5 2 2 2 27
